time (s),T1 (C),T2 (C),T3 (C),T4 (C),T5 (C)
24.900000000000002,38.0,40.75000000000018,41.0,41.5,44.75000000000018
24.950000000000003,38.0,41.0,41.0,41.5,44.99999999999982
25.0,38.0,41.0,41.0,41.5,44.75
25.05,38.0,41.0,41.0,41.5,44.75
25.1,38.0,40.75,41.0,41.25,44.75
25.150000000000002,38.0,40.75000000000018,41.0,41.25000000000018,45.0
25.200000000000003,38.0,40.99999999999982,41.0,41.5,45.0
25.25,37.75,40.75,41.0,41.5,45.0
25.3,37.75,40.75,41.0,41.5,45.0
25.35,37.75,41.0,41.0,41.5,45.0
25.400000000000002,37.75,40.75,41.0,41.25,45.0
25.450000000000003,37.75,40.75000000000018,41.0,41.25,45.0
25.5,38.0,41.0,41.0,41.25,45.0
25.55,37.75,40.75,41.0,41.25,44.75
25.6,37.75,40.75,41.0,41.25,45.0
25.650000000000002,37.75,40.75,41.0,41.25,44.99999999999982
25.700000000000003,37.75,40.75,41.0,41.25,44.75
25.75,37.75,40.75,41.0,41.25,44.75
25.8,38.0,41.0,41.0,41.25,44.75
25.85,38.0,41.0,41.0,41.25,45.0
25.900000000000002,38.0,41.0,41.0,41.25,45.0
25.950000000000003,38.0,40.99999999999982,41.0,41.25,45.0
26.0,37.75,40.75,41.0,41.25,45.0
26.05,37.75,40.75,41.0,41.25,45.0
26.1,37.75,41.0,41.0,41.25,44.75
26.150000000000002,37.75,41.0,41.0,41.25,44.75000000000018
26.200000000000003,37.75,41.0,41.0,41.25,44.99999999999982
26.25,38.0,41.0,41.0,41.25,44.75
26.3,37.75,40.75,41.0,41.25,44.75
26.35,37.75,40.75,41.0,41.25,45.0
26.400000000000002,38.0,40.75000000000018,41.0,41.25,45.0
26.450000000000003,37.75,41.0,41.0,41.25,44.99999999999982
26.5,37.75,41.0,41.0,41.25,44.75
26.55,37.75,41.0,41.0,41.25,44.75
26.6,37.75,40.75,41.0,41.25,44.75
26.650000000000002,37.75,40.75,41.0,41.25,44.75000000000018
26.700000000000003,37.75,40.75000000000018,41.0,41.25,45.0
26.75,37.75,41.0,41.0,41.25,45.0
26.8,37.75,40.75,41.0,41.25,45.0
26.85,37.75,40.75,40.75,41.25,45.0
26.900000000000002,38.0,40.99999999999982,40.75,41.0,44.99999999999982
26.950000000000003,38.0,40.75,41.0,41.00000000000018,44.75000000000018
27.0,37.75,40.75,41.0,41.25,45.0
27.05,37.75,41.0,41.0,41.25,45.0
27.1,37.75,40.75,41.0,41.25,44.75
27.150000000000002,37.75,40.75000000000018,41.0,41.25,44.75
27.200000000000003,37.75,41.0,41.0,41.25,44.75000000000018
27.25,37.75,41.0,41.0,41.25,45.0
27.3,37.75,41.0,41.0,41.0,44.75
27.35,37.75,41.0,41.0,41.25,44.75
27.400000000000002,37.75,41.0,41.0,41.0,45.0
27.450000000000003,37.75,41.0,41.0,41.0,45.0
27.5,37.75,41.0,41.0,41.0,45.0
27.55,37.75,40.75,41.0,41.0,44.75
27.6,37.75,40.75,41.0,41.0,45.0
27.650000000000002,37.75,41.0,41.0,41.0,44.99999999999982
27.700000000000003,37.75,41.0,41.0,41.0,44.75
27.75,37.75,41.0,41.0,41.0,44.75
27.8,37.75,40.75,41.0,41.0,44.75
27.85,37.75,41.0,41.0,41.0,44.75
27.900000000000002,37.75,41.0,41.0,41.0,44.75
27.950000000000003,37.75,41.0,41.0,41.0,44.75
28.0,37.75,41.0,40.75,41.0,44.75
28.05,37.75,41.0,41.0,41.0,45.0
28.1,37.75,40.75,41.0,41.0,45.0
28.150000000000002,37.75,41.0,41.0,41.0,44.75000000000018
28.200000000000003,37.75,41.0,41.0,41.0,45.0
28.25,37.75,41.0,41.0,41.0,45.0
28.3,37.75,40.75,41.0,41.0,45.0
28.35,37.75,40.75,41.0,41.0,44.75
28.400000000000002,37.75,40.75000000000018,41.0,41.0,44.75
28.450000000000003,37.75,41.0,41.0,41.0,44.75
28.5,37.75,41.0,41.0,41.0,44.75
28.55,37.75,40.75,41.0,41.0,44.75
28.6,37.75,41.0,41.0,41.0,44.75
28.650000000000002,37.75,40.99999999999982,41.0,41.0,44.75
28.700000000000003,37.75,40.75000000000018,41.0,41.0,44.75
28.75,37.75,41.0,41.0,41.0,44.75
28.8,37.75,41.0,41.0,41.0,44.75
28.85,37.75,40.75,41.0,40.75,44.75
28.900000000000002,37.75,40.75,41.0,41.0,44.75
28.950000000000003,37.75,40.75,41.0,40.99999999999982,44.75
29.0,37.75,40.75,41.0,40.75,44.75
29.05,37.75,41.0,41.0,41.0,45.0
29.1,37.75,41.0,41.0,41.0,44.75
29.150000000000002,37.75,41.0,41.0,40.99999999999982,44.75000000000018
29.200000000000003,37.75,41.0,41.0,40.75,44.99999999999982
29.25,37.75,41.0,41.0,40.75,44.75
29.3,37.75,41.0,41.0,41.0,44.75
29.35,37.75,41.0,41.0,40.75,44.75
29.400000000000002,37.75,41.0,41.0,40.75,44.75
29.450000000000003,37.75,41.0,41.0,40.75,44.75
29.5,37.75,41.0,41.0,40.75,44.75
29.55,37.75,41.0,41.0,40.75,44.75
29.6,37.75,41.0,41.0,40.75,44.75
29.650000000000002,37.75,41.0,41.0,40.75,44.75
29.700000000000003,37.75,40.99999999999982,41.0,40.75,44.75
29.75,37.75,40.75,41.0,40.75,44.75
29.8,37.75,41.0,41.0,40.75,44.75
29.85,37.75,41.0,41.0,40.75,44.75
29.900000000000002,37.75,41.0,41.0,40.75,44.75
29.950000000000003,37.75,41.0,41.0,40.75,44.75
30.0,37.75,41.0,41.0,40.75,44.75
30.05,37.75,41.0,41.0,40.75,44.75
30.1,37.75,41.0,41.0,40.75,44.75
30.150000000000002,37.75,41.0,41.0,40.75,44.75
30.200000000000003,37.75,41.0,41.0,40.75,44.75
30.25,37.75,41.0,41.0,40.75,44.75
30.3,37.75,41.0,41.0,40.75,44.75
30.35,37.75,41.0,41.0,40.75,44.75
30.400000000000002,37.5,41.0,41.0,40.75,44.75
30.450000000000003,37.5,41.0,41.0,40.75,44.75
30.5,37.75,41.0,41.0,40.75,44.75
30.55,37.75,41.0,41.0,40.75,44.75
30.6,37.75,41.0,41.0,40.75,44.75
30.650000000000002,37.75,41.0,41.0,40.75,44.75
30.700000000000003,37.5,40.99999999999982,41.0,40.75,44.75
30.75,37.5,40.75,41.0,40.75,44.75
30.8,37.5,40.75,41.0,40.75,44.75
30.85,37.75,41.0,41.0,40.75,44.75
30.900000000000002,37.5,41.0,41.0,40.75,44.75
30.950000000000003,37.5,41.0,41.0,40.75,44.75
31.0,37.75,41.0,41.0,40.75,44.75
31.05,37.75,41.0,41.0,40.75,44.75
31.1,37.75,41.0,41.0,40.75,44.75
31.150000000000002,37.75,40.75000000000018,41.0,40.75,44.75
31.200000000000003,37.75,41.0,41.0,40.75,44.75
31.25,37.75,41.0,41.0,40.75,44.75
31.3,37.75,41.0,41.0,40.5,44.75
31.35,37.5,41.0,41.0,40.75,44.75
31.400000000000002,37.5,41.0,41.0,40.75,44.75
31.450000000000003,37.5,41.0,41.0,40.74999999999982,44.75
31.5,37.75,41.0,41.0,40.5,44.75
31.55,37.75,41.0,41.0,40.5,44.75
31.6,37.5,41.0,41.0,40.5,44.75
31.650000000000002,37.5,41.0,41.0,40.75,44.75
31.700000000000003,37.5,41.0,41.0,40.74999999999982,44.75
31.75,37.5,41.0,41.0,40.5,44.75
31.8,37.5,41.0,41.0,40.75,44.75
31.85,37.5,41.0,41.0,40.75,44.75
31.900000000000002,37.75,41.0,41.0,40.5,44.75
31.950000000000003,37.5,41.0,41.0,40.75,44.75
32.0,37.5,41.0,41.0,40.75,44.75
32.050000000000004,37.75,41.0,41.0,40.5,44.75
32.1,37.5,41.0,41.0,40.5,44.75
32.15,37.5,41.0,41.0,40.5,44.75
32.2,37.5,41.0,41.0,40.5,44.75
32.25,37.5,41.0,41.0,40.5,44.75
32.300000000000004,37.5,41.0,41.0,40.5,44.75
32.35,37.5,41.0,41.0,40.5,44.75
32.4,37.5,41.0,41.0,40.5,44.75
32.45,37.5,41.0,41.0,40.5,44.75
32.5,37.5,41.0,41.0,40.5,44.75
32.550000000000004,37.75,41.0,41.0,40.5,44.75
32.6,37.75,41.0,41.0,40.5,44.75
32.65,37.5,41.0,41.0,40.5,44.75
32.7,37.5,40.75,41.0,40.5,44.75
32.75,37.5,40.75,41.0,40.5,44.75
32.800000000000004,37.5,41.0,41.0,40.5,44.75
32.85,37.5,41.0,41.0,40.5,44.75
32.9,37.5,41.0,41.0,40.5,44.75
32.95,37.5,41.0,41.0,40.5,44.75
33.0,37.5,41.0,41.0,40.5,44.75
33.050000000000004,37.5,41.0,41.0,40.5,44.75
33.1,37.5,41.0,41.0,40.5,44.75
33.15,37.5,41.0,41.0,40.5,44.75
33.2,37.5,41.0,41.0,40.5,44.75
33.25,37.5,41.0,41.0,40.5,44.75
33.300000000000004,37.5,41.0,41.0,40.5,44.75
33.35,37.5,41.0,41.0,40.5,44.75
33.4,37.5,41.0,41.0,40.5,44.75
33.45,37.5,41.0,41.0,40.5,44.75
33.5,37.5,40.75,41.0,40.5,44.75
33.550000000000004,37.5,40.75,41.0,40.5,44.75
33.6,37.5,40.75,41.0,40.5,44.75
33.65,37.5,40.75,41.0,40.5,44.75
33.7,37.5,40.75,40.75,40.5,44.75
33.75,37.5,41.0,40.75,40.5,44.75
33.800000000000004,37.5,41.0,41.0,40.5,44.75
33.85,37.5,41.0,41.0,40.5,44.75
33.9,37.5,41.0,41.0,40.5,44.75
33.95,37.5,41.0,41.0,40.5,44.75
34.0,37.5,41.0,41.0,40.5,44.75
34.050000000000004,37.5,41.0,41.0,40.5,44.75
34.1,37.5,41.0,41.0,40.5,44.75
34.15,37.5,41.0,41.0,40.5,44.75
34.2,37.5,41.0,41.0,40.25,44.75
34.25,37.5,41.0,41.0,40.5,44.75
34.300000000000004,37.5,41.0,41.0,40.5,44.75
34.35,37.5,41.0,41.0,40.25,44.75
34.4,37.5,41.0,41.0,40.25,44.75
34.45,37.5,41.0,41.0,40.25,44.75
34.5,37.5,41.0,41.0,40.25,44.75
34.550000000000004,37.5,41.0,40.75,40.5,44.75
34.6,37.5,41.0,41.0,40.5,44.75
34.65,37.5,41.0,41.0,40.25,44.75
34.7,37.5,41.0,41.0,40.25,44.75
34.75,37.5,41.0,41.0,40.25,44.75
34.800000000000004,37.5,40.75,41.0,40.25,44.75
34.85,37.5,41.0,40.75,40.25,44.75
34.9,37.5,41.0,41.0,40.25,44.75
34.95,37.5,40.75,41.0,40.25,44.75
35.0,37.5,41.0,41.0,40.25,44.75
35.050000000000004,37.5,41.0,40.75,40.25,44.75
35.1,37.5,41.0,40.75,40.5,44.75
35.15,37.5,41.0,41.0,40.25,44.75
35.2,37.5,41.0,41.0,40.25,44.75
35.25,37.5,41.0,41.0,40.25,44.75
35.300000000000004,37.5,41.0,41.0,40.25,44.75
35.35,37.5,41.0,40.75,40.25,44.75
35.4,37.5,41.0,40.75,40.25,44.75
35.45,37.5,41.0,41.0,40.25,44.75
35.5,37.5,41.0,41.0,40.25,44.75
35.550000000000004,37.5,41.0,41.0,40.25,44.75
35.6,37.5,41.0,41.0,40.25,44.75
35.65,37.5,41.0,40.75,40.25,44.75
35.7,37.5,40.75,40.75,40.25,44.75
35.75,37.5,41.0,40.75,40.25,44.75
35.800000000000004,37.5,41.0,40.75,40.25,44.75
35.85,37.25,41.0,41.0,40.25,44.75
35.9,37.25,40.75,41.0,40.25,44.75
35.95,37.25,40.75,40.75,40.25,44.75
36.0,37.25,41.0,41.0,40.25,44.75
36.050000000000004,37.25,41.0,41.0,40.25,44.75
36.1,37.25,41.0,40.75,40.25,44.75
36.15,37.5,40.75,40.75,40.25,44.75
36.2,37.5,41.0,40.75,40.25,44.75
36.25,37.5,41.0,41.0,40.25,44.75
36.300000000000004,37.5,40.75,40.75,40.25,44.75
36.35,37.5,40.75,40.75,40.25,44.75
36.4,37.5,40.75,40.75,40.25,44.75
36.45,37.25,41.0,40.75,40.25,44.75
36.5,37.25,40.75,40.75,40.25,44.75
36.550000000000004,37.25,40.75,40.75,40.25,44.75
36.6,37.25,41.0,40.75,40.25,44.75
36.65,37.5,41.0,40.75,40.0,44.75
36.7,37.5,41.0,40.75,40.0,44.75
36.75,37.25,41.0,40.75,40.25,44.75
36.800000000000004,37.5,41.0,40.75,40.0,44.75
36.85,37.5,41.0,40.75,40.0,44.75
36.9,37.25,41.0,41.0,40.25,44.75
36.95,37.5,41.0,41.0,40.0,44.75
37.0,37.5,41.0,40.75,40.0,44.75
37.050000000000004,37.25,41.0,40.75,40.0,44.75
37.1,37.25,41.0,40.75,40.25,44.75
37.15,37.25,41.0,40.75,40.25,44.75
37.2,37.25,41.0,40.75,40.0,44.75
37.25,37.5,41.0,40.75,40.0,44.75
37.300000000000004,37.25,41.0,40.75,40.0,44.75
37.35,37.25,41.0,40.75,40.0,44.75
37.4,37.25,40.75,40.75,40.0,44.75
37.45,37.5,41.0,40.75,40.0,44.75
37.5,37.5,41.0,40.75,40.0,44.75
37.550000000000004,37.25,40.75,40.75,40.0,44.75
37.6,37.25,41.0,40.75,40.0,44.75
37.65,37.25,41.0,40.75,40.0,44.75
37.7,37.5,41.0,40.75,40.0,44.75
37.75,37.5,41.0,40.75,40.0,44.75
37.800000000000004,37.5,41.0,40.75,40.0,44.75
37.85,37.25,41.0,40.75,40.0,44.75
37.9,37.25,41.0,40.75,40.0,44.75
37.95,37.25,41.0,40.75,40.0,44.75
38.0,37.25,41.0,40.75,40.0,44.75
38.050000000000004,37.25,41.0,40.75,40.0,44.75
38.1,37.25,41.0,40.75,40.0,44.75
38.15,37.25,41.0,40.75,40.0,44.75
38.2,37.25,41.0,40.75,40.0,44.75
38.25,37.25,41.0,40.75,40.0,44.75
38.300000000000004,37.25,40.75,40.75,40.0,44.75
38.35,37.25,41.0,40.75,40.0,44.75
38.400000000000006,37.25,41.0,40.75,40.0,44.5
38.45,37.25,41.0,40.75,40.0,44.5
38.5,37.25,41.0,40.75,40.0,44.75
38.550000000000004,37.25,41.0,41.0,40.0,44.75
38.6,37.25,41.0,41.0,40.0,44.75
38.650000000000006,37.25,40.75,40.75,40.0,44.75
38.7,37.25,40.75,40.75,40.0,44.75
38.75,37.25,40.75,40.75,40.0,44.75
38.800000000000004,37.25,40.75,40.75,40.0,44.75
38.85,37.25,40.75,40.75,40.0,44.75
38.900000000000006,37.25,41.0,40.75,40.0,44.75
38.95,37.25,40.75,40.75,40.0,44.75
39.0,37.25,40.75,40.75,40.0,44.75
39.050000000000004,37.25,40.75,40.75,40.0,44.75
39.1,37.25,41.0,40.75,40.0,44.75
39.150000000000006,37.25,41.0,40.75,40.0,44.75
39.2,37.25,41.0,40.75,40.0,44.75
39.25,37.25,41.0,40.75,40.0,44.75
39.300000000000004,37.25,41.0,40.75,40.0,44.5
39.35,37.25,41.0,40.75,40.0,44.75
39.400000000000006,37.25,41.0,40.75,39.75,44.75
39.45,37.25,41.0,40.75,39.75,44.75
39.5,37.25,41.0,40.75,40.0,44.75
39.550000000000004,37.25,41.0,40.75,40.0,44.75
39.6,37.25,41.0,40.75,40.0,44.75
39.650000000000006,37.25,40.75,40.75,40.0,44.75
39.7,37.25,40.75,40.75,40.0,44.75
39.75,37.25,40.75,40.75,40.0,44.75
39.800000000000004,37.25,41.0,40.75,40.0,44.75
39.85,37.25,40.75,40.75,39.75,44.75
39.900000000000006,37.25,40.75,40.75,39.75,44.75
39.95,37.25,41.0,40.75,40.0,44.75
40.0,37.25,41.0,40.75,40.0,44.75
40.050000000000004,37.25,41.0,40.75,40.0,44.5
40.1,37.25,41.0,40.75,40.0,44.75
40.150000000000006,37.25,40.75,40.75,39.75,44.75
40.2,37.25,41.0,40.75,39.75,44.75
40.25,37.25,41.0,40.75,39.75,44.75
40.300000000000004,37.25,41.0,40.75,39.75,44.75
40.35,37.25,41.0,40.75,39.75,44.75
40.400000000000006,37.25,41.0,40.75,39.75,44.75
40.45,37.25,41.0,40.75,39.75,44.75
40.5,37.25,40.75,40.75,39.75,44.75
40.550000000000004,37.25,40.75,40.75,39.75,44.75
40.6,37.25,41.0,40.75,39.75,44.75
40.650000000000006,37.25,40.75,40.75,39.75,44.75
40.7,37.25,40.75,40.75,39.75,44.5
40.75,37.25,41.0,40.75,39.75,44.5
40.800000000000004,37.25,40.75,40.75,39.75,44.75
40.85,37.25,40.75,40.75,39.75,44.75
40.900000000000006,37.0,41.0,40.75,39.75,44.75
40.95,37.25,41.0,40.75,39.75,44.75
41.0,37.25,41.0,40.75,39.75,44.75
41.050000000000004,37.25,40.75,40.75,39.75,44.75
41.1,37.25,41.0,40.75,39.75,44.5
41.150000000000006,37.25,41.0,40.75,39.75,44.5
41.2,37.25,41.0,40.75,39.75,44.5
41.25,37.25,40.75,40.75,39.75,44.75
41.300000000000004,37.25,40.75,40.75,39.75,44.75
41.35,37.25,40.75,40.75,39.75,44.75
41.400000000000006,37.25,40.75,40.75,39.75,44.75
41.45,37.25,40.75,40.75,39.75,44.75
41.5,37.25,41.0,40.75,39.75,44.75
41.550000000000004,37.25,41.0,40.75,39.75,44.75
41.6,37.25,41.0,40.75,39.75,44.5
41.650000000000006,37.25,41.0,40.75,39.75,44.5
41.7,37.25,40.75,40.75,39.75,44.75
41.75,37.25,40.75,40.75,39.75,44.75
41.800000000000004,37.25,40.75,40.75,39.75,44.75
41.85,37.25,41.0,40.75,39.75,44.75
41.900000000000006,37.25,41.0,40.75,39.75,44.5
41.95,37.0,41.0,40.75,39.75,44.5
42.0,37.25,41.0,40.75,39.75,44.75
42.050000000000004,37.25,41.0,40.75,39.75,44.5
42.1,37.25,40.75,40.75,39.75,44.5
42.150000000000006,37.25,41.0,40.75,39.75,44.75
42.2,37.25,41.0,40.75,39.75,44.5
42.25,37.0,40.75,40.75,39.75,44.5
42.300000000000004,37.0,40.75,40.75,39.75,44.75
42.35,37.0,40.75,40.75,39.75,44.5
42.400000000000006,37.0,41.0,40.75,39.75,44.5
42.45,37.25,41.0,40.75,39.75,44.5
42.5,37.25,41.0,40.75,39.75,44.5
42.550000000000004,37.25,41.0,40.75,39.75,44.75
42.6,37.25,41.0,40.75,39.75,44.75
42.650000000000006,37.25,41.0,40.75,39.75,44.75
42.7,37.25,40.75,40.75,39.75,44.75
42.75,37.25,40.75,40.75,39.75,44.75
42.800000000000004,37.25,40.75,40.75,39.75,44.5
42.85,37.25,41.0,40.75,39.75,44.75
42.900000000000006,37.0,40.75,40.75,39.75,44.75
42.95,37.0,40.75,40.75,39.75,44.75
43.0,37.25,41.0,40.75,39.75,44.5
43.050000000000004,37.0,40.75,40.75,39.75,44.5
43.1,37.0,40.75,40.75,39.75,44.75
43.150000000000006,37.0,40.75,40.75,39.5,44.5
43.2,37.25,40.75,40.75,39.75,44.5
43.25,37.25,41.0,40.75,39.75,44.5
43.300000000000004,37.25,41.0,40.75,39.75,44.5
43.35,37.0,41.0,40.75,39.75,44.5
43.400000000000006,37.0,40.75,40.75,39.75,44.5
43.45,37.0,40.75,40.75,39.75,44.75
43.5,37.0,40.75,40.75,39.75,44.75
43.550000000000004,37.0,40.75,40.75,39.75,44.5
43.6,37.0,40.75,40.75,39.75,44.5
43.650000000000006,37.0,41.0,40.75,39.75,44.5
43.7,37.0,40.75,40.75,39.75,44.75
43.75,37.0,40.75,40.75,39.5,44.75
43.800000000000004,37.0,41.0,40.75,39.5,44.75
43.85,37.0,41.0,40.75,39.75,44.5
43.900000000000006,37.0,41.0,40.75,39.75,44.75
43.95,37.25,41.0,40.75,39.5,44.75
44.0,37.0,41.0,40.75,39.5,44.75
44.050000000000004,37.0,41.0,40.75,39.5,44.5
44.1,37.0,41.0,40.75,39.75,44.5
44.150000000000006,37.0,41.0,40.75,39.75,44.5
44.2,37.0,41.0,40.75,39.75,44.5
44.25,37.25,40.75,40.75,39.5,44.5
44.300000000000004,37.0,40.75,40.75,39.5,44.5
44.35,37.0,40.75,40.75,39.5,44.5
44.400000000000006,37.0,40.75,40.75,39.5,44.5
44.45,37.0,41.0,40.75,39.5,44.5
44.5,37.0,41.0,40.75,39.5,44.5
44.550000000000004,37.0,40.75,40.75,39.5,44.5
44.6,37.0,40.75,40.75,39.75,44.5
44.650000000000006,37.0,40.75,40.75,39.75,44.5
44.7,37.0,40.75,40.75,39.5,44.5
44.75,37.0,40.75,40.75,39.5,44.75
44.800000000000004,37.0,40.75,40.75,39.5,44.75
44.85,37.0,40.75,40.75,39.5,44.75
44.900000000000006,37.0,40.75,40.75,39.5,44.5
44.95,37.0,40.75,40.75,39.5,44.5
45.0,37.0,40.75,40.75,39.5,44.5
45.050000000000004,37.0,40.75,40.75,39.5,44.5
45.1,37.0,40.75,40.75,39.5,44.75
45.150000000000006,37.0,41.0,40.75,39.5,44.75
45.2,37.0,40.75,40.75,39.5,44.5
45.25,37.0,40.75,40.75,39.5,44.5
45.300000000000004,37.0,40.75,40.75,39.5,44.5
45.35,37.0,40.75,40.75,39.5,44.5
45.400000000000006,37.0,40.75,40.75,39.5,44.5
45.45,37.0,40.75,40.75,39.5,44.5
45.5,37.0,40.75,40.75,39.5,44.5
45.550000000000004,37.0,40.75,40.75,39.5,44.5
45.6,37.0,40.75,40.75,39.5,44.5
45.650000000000006,37.0,40.75,40.75,39.5,44.5
45.7,37.0,40.75,40.75,39.5,44.5
45.75,37.0,40.75,40.5,39.5,44.5
45.800000000000004,37.0,40.75,40.5,39.5,44.5
45.85,37.0,40.75,40.75,39.5,44.5
45.900000000000006,37.0,41.0,40.75,39.5,44.75
45.95,37.0,40.75,40.75,39.5,44.75
46.0,37.0,40.75,40.5,39.5,44.5
46.050000000000004,37.0,41.0,40.75,39.5,44.75
46.1,37.0,40.75,40.75,39.5,44.75
46.150000000000006,37.0,40.75,40.75,39.5,44.5
46.2,37.0,40.75,40.75,39.25,44.5
46.25,37.0,40.75,40.75,39.5,44.5
46.300000000000004,37.0,40.75,40.75,39.5,44.5
46.35,37.0,40.75,40.75,39.5,44.5
46.400000000000006,37.0,40.75,40.75,39.5,44.5
46.45,37.0,40.75,40.75,39.5,44.75
46.5,37.0,40.75,40.75,39.5,44.5
46.550000000000004,37.0,40.75,40.75,39.5,44.5
46.6,37.0,40.75,40.75,39.5,44.5
46.650000000000006,37.0,40.75,40.75,39.5,44.75
46.7,37.0,40.75,40.75,39.5,44.75
46.75,37.0,40.75,40.5,39.5,44.5
46.800000000000004,37.0,40.75,40.5,39.5,44.5
46.85,37.0,40.75,40.5,39.25,44.5
46.900000000000006,37.0,40.75,40.75,39.25,44.5
46.95,37.0,40.75,40.5,39.5,44.75
47.0,37.0,40.75,40.5,39.25,44.75
47.050000000000004,37.0,40.75,40.75,39.25,44.5
47.1,37.0,40.75,40.75,39.25,44.5
47.150000000000006,37.0,41.0,40.75,39.5,44.5
47.2,37.0,40.75,40.75,39.25,44.5
47.25,37.0,40.75,40.5,39.25,44.5
47.300000000000004,37.0,41.0,40.5,39.25,44.5
47.35,37.0,40.75,40.5,39.25,44.5
47.400000000000006,37.0,40.75,40.5,39.25,44.5
47.45,37.0,40.75,40.5,39.5,44.5
47.5,37.0,40.75,40.5,39.25,44.5
47.550000000000004,37.0,40.75,40.5,39.25,44.5
47.6,37.0,40.75,40.5,39.25,44.5
47.650000000000006,37.0,40.75,40.5,39.25,44.5
47.7,37.0,40.75,40.5,39.25,44.5
47.75,37.0,40.75,40.5,39.25,44.5
47.800000000000004,37.0,40.75,40.75,39.25,44.5
47.85,37.0,40.75,40.5,39.25,44.5
47.900000000000006,37.0,40.75,40.5,39.25,44.5
47.95,37.0,40.75,40.75,39.25,44.5
48.0,37.0,40.75,40.75,39.25,44.5
48.050000000000004,36.75,40.75,40.75,39.25,44.5
48.1,37.0,40.75,40.5,39.25,44.5
48.150000000000006,37.0,40.75,40.5,39.25,44.5
48.2,37.0,40.75,40.5,39.25,44.5
48.25,37.0,40.75,40.5,39.25,44.5
48.300000000000004,37.0,40.75,40.5,39.25,44.5
48.35,37.0,40.75,40.5,39.25,44.5
48.400000000000006,37.0,40.75,40.5,39.25,44.5
48.45,37.0,40.75,40.5,39.25,44.5
48.5,37.0,40.75,40.5,39.25,44.5
48.550000000000004,37.0,40.75,40.5,39.25,44.5
48.6,37.0,40.75,40.5,39.25,44.5
48.650000000000006,37.0,40.75,40.5,39.25,44.5
48.7,37.0,40.75,40.5,39.25,44.5
48.75,37.0,40.75,40.5,39.25,44.5
48.800000000000004,37.0,40.75,40.75,39.25,44.5
48.85,36.75,40.75,40.75,39.25,44.5
48.900000000000006,36.75,40.75,40.5,39.25,44.5
48.95,37.0,40.75,40.75,39.25,44.5
49.0,37.0,40.75,40.75,39.25,44.5
49.050000000000004,37.0,40.75,40.5,39.25,44.5
49.1,37.0,40.75,40.5,39.25,44.5
49.150000000000006,36.75,40.75,40.5,39.25,44.5
49.2,36.75,40.75,40.5,39.25,44.5
49.25,37.0,40.75,40.5,39.25,44.5
49.300000000000004,37.0,40.75,40.5,39.25,44.5
49.35,37.0,40.75,40.5,39.25,44.5
49.400000000000006,36.75,40.75,40.5,39.25,44.5
49.45,36.75,40.75,40.5,39.25,44.5
49.5,36.75,40.75,40.5,39.25,44.5
49.550000000000004,37.0,40.75,40.75,39.25,44.5
49.6,36.75,40.75,40.75,39.25,44.5
49.650000000000006,36.75,40.75,40.5,39.25,44.5
