Time (s),TC1 (C),TC2 (C)
0.0,23.0,23.25
0.015,23.0,22.75
0.03,23.0,22.75
0.045,23.0,22.75
0.06,23.0,22.75
0.075,23.0,22.75
0.09,23.0,23.25
0.105,23.0,23.25
0.12,23.0,23.25
0.135,23.0,23.25
0.15,23.0,23.25
0.165,23.0,23.0
0.18,23.0,23.0
0.195,23.0,23.0
0.21,23.0,23.0
0.225,23.0,23.0
0.24,23.0,23.25
0.255,23.0,23.25
0.27,23.0,23.25
0.285,23.0,23.25
0.3,23.0,23.25
0.315,23.0,23.25
0.33,23.0,23.25
0.345,23.0,23.25
0.36,23.0,23.25
0.375,23.0,23.25
0.39,23.0,23.25
0.405,23.0,23.25
0.42,23.0,23.25
0.435,23.0,23.25
0.45,23.0,23.25
0.465,23.0,23.25
0.48,23.0,23.25
0.495,23.0,23.25
0.51,23.0,23.25
0.525,23.0,23.25
0.54,23.0,23.25
0.555,23.0,23.25
0.57,23.0,23.25
0.585,23.0,23.25
0.6,23.0,23.25
0.615,23.0,23.25
0.63,23.0,23.25
0.645,23.0,23.25
0.66,23.0,23.25
0.675,23.0,23.25
0.69,23.0,23.25
0.705,23.0,23.25
0.72,23.0,23.25
0.735,23.0,23.25
0.75,23.0,23.25
0.765,23.0,23.25
0.78,23.0,23.25
0.795,23.0,23.25
0.81,23.0,23.25
0.825,23.0,23.25
0.84,23.0,23.25
0.855,23.0,23.25
0.87,23.0,23.25
0.885,23.0,23.25
0.9,23.0,23.25
0.915,23.0,23.25
0.93,23.0,23.25
0.945,23.0,23.25
0.96,23.0,23.25
0.975,23.0,23.25
0.99,23.0,23.25
1.005,23.0,23.25
1.02,23.0,23.25
1.035,23.0,23.25
1.05,23.0,23.25
1.065,23.0,23.25
1.08,23.0,23.25
1.095,23.0,23.25
1.11,23.0,23.25
1.125,23.0,23.25
1.14,23.0,23.25
1.155,23.0,23.25
1.17,23.0,23.25
1.185,23.0,23.25
1.2,23.0,23.25
1.215,23.0,23.25
1.23,23.0,23.25
1.245,23.0,23.25
1.26,23.0,23.25
1.275,23.0,23.25
1.29,23.0,23.25
1.305,23.0,23.25
1.32,23.0,23.25
1.335,23.0,23.25
1.35,23.0,23.25
1.365,23.0,23.25
1.38,23.0,23.25
1.395,23.0,23.25
1.41,23.0,23.25
1.425,23.0,23.25
1.44,23.0,23.25
1.455,23.0,23.25
1.47,23.0,23.25
1.485,23.0,23.25
1.5,23.0,23.25
1.515,23.0,23.25
1.53,23.0,23.25
1.545,23.0,23.25
1.56,23.0,23.25
1.575,23.0,23.25
1.59,23.0,23.25
1.605,23.0,23.25
1.62,23.0,23.25
1.635,23.0,23.25
1.65,23.0,23.25
1.665,23.0,23.25
1.68,23.0,23.25
1.695,23.0,23.25
1.71,23.0,23.25
1.725,23.0,23.25
1.74,23.0,23.25
1.755,23.0,23.25
1.77,23.0,23.25
1.785,23.0,23.25
1.8,23.0,23.25
1.815,23.0,23.25
1.83,23.0,23.25
1.845,23.0,23.25
1.86,23.0,23.25
1.875,23.0,23.25
1.89,23.0,23.5
1.905,23.0,23.5
1.92,23.0,23.5
1.935,23.0,23.5
1.95,23.0,23.5
1.965,23.0,23.5
1.98,23.0,23.5
1.995,23.0,23.5
2.01,23.0,23.5
2.025,23.0,23.5
2.04,23.0,23.5
2.055,23.0,23.5
2.07,23.0,23.5
2.085,23.0,23.5
2.1,23.0,23.5
2.115,23.0,23.5
2.13,23.0,23.5
2.145,23.0,23.5
2.16,23.0,23.5
2.175,23.0,23.5
2.19,23.0,23.5
2.205,23.0,23.5
2.22,23.0,23.5
2.235,23.0,23.5
2.25,23.0,24.75
2.265,23.0,24.75
2.28,23.0,24.75
2.295,23.0,24.75
2.31,23.0,24.75
2.325,23.0,27.75
2.34,23.0,27.75
2.355,23.0,27.75
2.37,23.0,27.75
2.385,23.0,27.75
2.4,23.0,31.5
2.415,23.0,31.5
2.43,23.0,31.5
2.445,23.0,31.5
2.46,23.0,31.5
2.475,23.0,35.25
2.49,23.0,35.25
2.505,23.0,35.25
2.52,23.0,35.25
2.535,23.0,35.25
2.55,23.0,38.5
2.565,23.0,38.5
2.58,23.0,38.5
2.595,23.0,38.5
2.61,23.0,38.5
2.625,23.0,41.25
2.64,23.0,41.25
2.655,23.0,41.25
2.67,23.0,41.25
2.685,22.75,41.25
2.7,22.75,43.25
2.715,22.75,43.25
2.73,22.75,43.25
2.745,22.75,43.25
2.76,23.0,43.25
2.775,23.0,44.75
2.79,23.0,44.75
2.805,23.0,44.75
2.82,23.0,44.75
2.835,23.0,44.75
2.85,23.0,46.0
2.865,23.0,46.0
2.88,23.0,46.0
2.895,23.0,46.0
2.91,23.0,46.0
2.925,23.0,47.25
2.94,23.0,47.25
2.955,23.0,47.25
2.97,23.0,47.25
2.985,23.0,47.25
3.0,23.0,48.0
3.015,23.0,48.0
3.03,23.0,48.0
3.045,23.0,48.0
3.06,23.0,48.0
3.075,23.0,49.0
3.09,23.0,49.0
3.105,23.0,49.0
3.12,23.0,49.0
3.135,23.0,49.0
3.15,23.0,49.75
3.165,23.0,49.75
3.18,23.0,49.75
3.195,23.0,49.75
3.21,23.0,49.75
3.225,23.0,50.5
3.24,23.0,50.5
3.255,23.0,50.5
3.27,23.0,50.5
3.285,23.0,50.5
3.3,23.0,51.0
3.315,23.0,51.0
3.33,23.0,51.0
3.345,23.0,51.0
3.36,23.0,51.0
3.375,23.0,51.25
3.39,23.0,51.25
3.405,23.0,51.25
3.42,23.0,51.25
3.435,23.0,51.25
3.45,23.0,51.75
3.465,23.0,51.75
3.48,23.0,51.75
3.495,23.0,51.75
3.51,23.0,51.75
3.525,23.0,52.25
3.54,23.0,52.25
3.555,23.0,52.25
3.57,23.0,52.25
3.585,23.0,52.25
3.6,23.0,52.5
3.615,23.0,52.5
3.63,23.0,52.5
3.645,23.0,52.5
3.66,23.0,52.5
3.675,23.0,53.0
3.69,23.0,53.0
3.705,23.0,53.0
3.72,23.0,53.0
3.735,23.0,53.0
3.75,23.0,53.5
3.765,23.0,53.5
3.78,23.0,53.5
3.795,23.0,53.5
3.81,23.0,53.5
3.825,23.0,53.75
3.84,23.0,53.75
3.855,23.0,53.75
3.87,22.75,53.75
3.885,22.75,53.75
3.9,22.75,54.0
3.915,22.75,54.0
3.93,22.75,54.0
3.945,23.0,54.0
3.96,23.0,54.25
3.975,23.0,54.25
3.99,23.0,54.25
4.005,23.0,54.25
4.02,23.0,54.25
4.035,23.0,54.5
4.05,23.0,54.5
4.065,23.0,54.5
4.08,23.0,54.5
4.095,23.0,54.5
4.11,23.0,54.75
4.125,23.0,54.75
4.14,23.0,54.75
4.155,23.0,54.75
4.17,23.0,54.75
4.185,23.0,55.0
4.2,23.0,55.0
4.215,23.0,55.0
4.23,23.0,55.0
4.245,23.0,55.0
4.26,23.0,55.0
4.275,23.0,55.0
4.29,23.0,55.0
4.305,23.0,55.0
4.32,23.0,55.0
4.335,23.0,55.25
4.35,23.0,55.25
4.365,23.0,55.25
4.38,23.0,55.25
4.395,23.0,55.25
4.41,23.0,55.25
4.425,23.0,55.25
4.44,23.0,55.25
4.455,23.0,55.25
4.47,23.0,55.25
4.485,23.0,55.25
4.5,23.0,55.25
4.515,23.0,55.25
4.53,23.0,55.25
4.545,23.0,55.25
4.56,23.0,55.25
4.575,23.0,55.25
4.59,23.0,55.25
4.605,23.0,55.25
4.62,23.0,55.25
4.635,23.0,55.25
4.65,23.0,55.25
4.665,23.0,55.25
4.68,23.0,55.25
4.695,23.0,55.25
4.71,23.0,55.25
4.725,23.0,55.25
4.74,23.0,55.25
4.755,23.0,55.25
4.77,23.0,55.25
4.785,23.0,55.25
4.8,23.0,55.25
4.815,23.0,55.25
4.83,23.0,55.25
4.845,23.0,55.25
4.86,23.0,55.5
4.875,23.0,55.5
4.89,23.0,55.5
4.905,23.0,55.5
4.92,23.0,55.5
4.935,23.0,55.0
4.95,23.0,55.0
4.965,23.0,55.0
4.98,23.0,55.0
4.995,23.0,55.0
5.01,23.0,55.25
5.025,23.0,55.25
5.04,23.0,55.25
5.055,23.0,55.25
5.07,23.0,55.25
5.085,23.0,55.25
5.1,23.0,55.25
5.115,23.0,55.25
5.13,23.0,55.25
5.145,23.0,55.25
5.16,23.0,55.0
5.175,23.0,55.0
5.19,23.0,55.0
5.205,23.0,55.0
5.22,23.0,55.0
5.235,23.0,55.0
5.25,23.0,55.0
5.265,23.0,55.0
5.28,23.0,55.0
5.295,23.0,55.0
5.31,23.0,55.0
5.325,23.0,55.0
5.34,23.0,55.0
5.355,23.0,55.0
5.37,23.0,55.0
5.385,23.0,55.0
5.4,23.0,55.0
5.415,23.0,55.0
5.43,23.0,55.0
5.445,23.0,55.0
5.46,23.0,55.0
5.475,23.0,55.0
5.49,23.0,55.0
5.505,23.0,55.0
5.52,23.0,55.0
5.535,23.0,55.0
5.55,23.0,55.0
5.565,23.0,55.0
5.58,23.0,55.0
5.595,23.0,55.0
5.61,23.0,55.0
5.625,23.0,55.0
5.64,23.0,55.0
5.655,23.0,55.0
5.67,23.0,55.0
5.685,23.0,55.0
5.7,23.0,55.0
5.715,23.0,55.0
5.73,22.75,55.0
5.745,22.75,55.0
5.76,22.75,55.0
5.775,22.75,55.0
5.79,22.75,55.0
5.805,23.0,55.0
5.82,23.0,55.0
5.835,23.0,54.75
5.85,23.0,54.75
5.865,23.0,54.75
5.88,23.0,54.75
5.895,23.0,54.75
5.91,23.0,55.0
5.925,23.0,55.0
5.94,23.0,55.0
5.955,23.0,55.0
5.97,23.0,54.75
5.985,23.0,54.75
6.0,23.0,54.75
6.015,23.0,54.75
6.03,23.0,54.75
6.045,23.0,55.0
6.06,23.0,55.0
6.075,23.0,55.0
6.09,23.0,55.0
6.105,23.0,55.0
6.12,23.0,55.0
6.135,23.0,55.0
6.15,23.0,55.0
6.165,23.0,55.0
6.18,23.0,55.0
6.195,23.0,55.0
6.21,23.0,55.0
6.225,23.0,55.0
6.24,23.0,55.0
6.255,23.0,55.0
6.27,23.0,55.0
6.285,23.0,55.0
6.3,23.0,55.0
6.315,23.0,55.0
6.33,23.0,55.0
6.345,23.0,54.75
6.36,23.0,54.75
6.375,23.0,54.75
6.39,23.0,54.75
6.405,23.0,54.75
6.42,23.0,55.0
6.435,23.0,55.0
6.45,23.0,55.0
6.465,23.0,55.0
6.48,23.0,55.0
6.495,23.0,55.0
6.51,23.0,55.0
6.525,23.0,55.0
6.54,23.0,55.0
6.555,23.0,55.0
6.57,23.0,55.0
6.585,23.0,55.0
6.6,23.0,55.0
6.615,23.0,55.0
6.63,23.0,55.0
6.645,23.0,55.0
6.66,23.0,55.0
6.675,23.0,55.0
6.69,23.0,55.0
6.705,23.0,55.0
6.72,23.0,55.0
6.735,23.0,55.0
6.75,23.0,55.0
6.765,23.0,55.0
6.78,23.0,55.0
6.795,23.0,55.0
6.81,23.0,55.0
6.825,23.0,55.0
6.84,23.0,55.0
6.855,23.0,55.0
6.87,23.0,55.0
6.885,23.0,55.0
6.9,23.0,55.0
6.915,23.0,55.0
6.93,23.0,55.0
6.945,23.0,55.0
6.96,23.0,55.0
6.975,23.0,55.0
6.99,23.0,55.0
7.005,23.0,55.0
7.02,23.0,55.25
7.035,23.0,55.25
7.05,23.0,55.25
7.065,23.0,55.25
7.08,23.0,55.25
7.095,23.0,55.25
7.11,23.0,55.25
7.125,23.0,55.25
7.14,23.0,55.25
7.155,23.0,55.25
7.17,23.0,55.25
7.185,23.0,55.25
7.2,23.0,55.25
7.215,23.0,55.25
7.23,23.0,55.25
7.245,23.0,55.25
7.26,23.0,55.25
7.275,23.0,55.25
7.29,23.0,55.25
7.305,23.0,55.25
7.32,23.0,55.25
7.335,23.0,55.25
7.35,23.0,55.25
7.365,23.0,55.25
7.38,23.0,55.25
7.395,23.0,55.25
7.41,23.0,55.25
7.425,23.0,55.25
7.44,23.0,55.25
7.455,23.0,55.25
7.47,23.0,55.25
7.485,23.0,55.25
7.5,23.0,55.25
7.515,23.0,55.25
7.53,23.0,55.25
7.545,23.0,55.5
7.56,23.0,55.5
7.575,23.0,55.5
7.59,23.0,55.5
7.605,23.0,55.5
7.62,23.0,55.5
7.635,23.0,55.5
7.65,23.0,55.5
7.665,23.0,55.5
7.68,23.0,55.5
7.695,23.0,55.5
7.71,23.0,55.5
7.725,23.0,55.5
7.74,23.0,55.5
7.755,23.0,55.5
7.77,23.0,55.5
7.785,23.0,55.5
7.8,23.0,55.5
7.815,23.0,55.5
7.83,23.0,55.5
7.845,23.0,55.5
7.86,23.0,55.5
7.875,23.0,55.5
7.89,23.0,55.5
7.905,23.0,55.5
7.92,23.0,55.5
7.935,23.0,55.5
7.95,23.0,55.5
7.965,23.0,55.5
7.98,23.0,55.5
7.995,23.0,55.5
8.01,23.0,55.5
8.025,23.0,55.5
8.04,23.0,55.5
8.055,23.0,55.5
8.07,23.0,55.5
8.085,23.0,55.5
8.1,23.0,55.5
8.115,23.0,55.5
8.13,23.0,55.5
8.145,23.0,55.5
8.16,23.0,55.5
8.175,23.0,55.5
8.19,23.0,55.5
8.205,23.0,55.5
8.22,23.0,55.5
8.235,23.0,55.5
8.25,23.0,55.5
8.265,23.0,55.5
8.28,23.0,55.5
8.295,23.0,55.5
8.31,23.0,55.5
8.325,23.0,55.5
8.34,23.0,55.5
8.355,23.0,55.5
8.37,23.0,55.5
8.385,23.0,55.5
8.4,23.0,55.5
8.415,23.0,55.5
8.43,23.0,55.75
8.445,23.0,55.75
8.46,23.0,55.75
8.475,23.0,55.75
8.49,23.0,55.75
8.505,23.0,55.75
8.52,23.0,55.75
8.535,23.0,55.75
8.55,23.0,55.75
8.565,23.0,55.75
8.58,23.0,55.75
8.595,23.0,55.75
8.61,23.0,55.75
8.625,23.0,55.75
8.64,23.0,55.75
8.655,23.0,55.75
8.67,23.0,55.75
8.685,23.0,55.75
8.7,23.0,55.75
8.715,23.0,55.75
8.73,23.0,55.75
8.745,23.0,55.75
8.76,23.0,55.75
8.775,23.0,55.75
8.79,23.0,55.75
8.805,23.0,55.75
8.82,23.0,55.75
8.835,23.0,55.75
8.85,23.0,55.75
8.865,23.0,55.75
8.88,23.0,55.75
8.895,23.0,55.75
8.91,23.0,55.75
8.925,23.0,55.75
8.94,23.0,55.75
8.955,23.0,55.75
8.97,23.0,55.75
8.985,23.0,55.75
9.0,23.0,55.75
9.015,23.0,55.75
9.03,23.0,55.75
9.045,23.0,55.75
9.06,23.0,55.75
9.075,23.0,55.75
9.09,23.0,55.75
9.105,23.0,55.75
9.12,23.0,55.75
9.135,23.0,55.75
9.15,23.0,55.75
9.165,23.0,55.75
9.18,23.0,55.75
9.195,23.0,55.75
9.21,23.0,55.75
9.225,23.0,55.75
9.24,23.0,55.75
9.255,23.0,55.75
9.27,23.0,55.75
9.285,23.0,55.75
9.3,23.0,55.75
9.315,23.0,55.75
9.33,23.0,55.75
9.345,23.0,55.75
9.36,23.0,55.75
9.375,23.0,55.75
9.39,23.0,55.75
9.405,23.0,55.75
9.42,23.0,55.75
9.435,23.0,55.75
9.45,23.0,55.75
9.465,23.0,55.75
9.48,23.0,55.75
9.495,23.0,55.75
9.51,23.0,55.75
9.525,23.0,55.75
9.54,23.0,55.75
9.555,23.0,55.75
9.57,23.0,55.75
9.585,23.0,55.75
9.6,23.0,55.75
9.615,23.0,55.75
9.63,23.0,55.75
9.645,23.0,55.75
9.66,23.0,55.75
9.675,23.0,55.75
9.69,23.0,55.75
9.705,23.0,55.75
9.72,23.0,55.75
9.735,23.0,55.75
9.75,23.0,55.75
9.765,23.0,55.75
9.78,23.0,55.75
9.795,23.0,55.75
9.81,23.0,55.75
9.825,23.0,55.75
9.84,23.0,55.75
9.855,23.0,55.75
9.87,23.0,55.75
9.885,23.0,55.75
9.9,23.0,55.75
9.915,23.0,55.75
9.93,23.0,55.75
9.945,23.0,55.75
9.96,23.0,55.75
9.975,23.0,55.75
9.99,23.0,55.75
10.005,23.0,55.75
10.02,23.0,55.75
10.035,23.0,55.75
10.05,23.0,55.75
10.065,23.0,55.75
10.08,23.0,55.75
10.095,23.0,55.75
10.11,23.0,55.75
10.125,23.0,55.75
10.14,23.0,55.75
10.155,23.0,55.75
10.17,23.0,55.75
10.185,23.0,55.75
10.2,23.0,55.75
10.215,23.0,56.0
10.23,23.0,56.0
10.245,23.0,56.0
10.26,23.0,56.0
10.275,23.0,56.0
10.29,23.0,56.0
10.305,23.0,56.0
10.32,23.0,56.0
10.335,23.0,56.0
10.35,23.0,56.0
10.365,23.0,56.0
10.38,23.0,56.0
10.395,23.0,56.0
10.41,23.0,56.0
10.425,23.0,56.0
10.44,23.0,56.0
10.455,23.0,56.0
10.47,23.0,56.0
10.485,23.0,56.0
10.5,23.0,56.0
10.515,23.0,56.0
10.53,23.0,56.0
10.545,23.0,56.0
10.56,23.0,56.0
10.575,23.0,56.0
10.59,23.0,56.0
10.605,23.0,56.0
10.62,23.0,56.0
10.635,23.0,56.0
10.65,23.0,56.0
10.665,23.0,56.0
10.68,23.0,56.0
10.695,23.0,56.0
10.71,23.0,56.0
10.725,23.0,56.0
10.74,23.0,56.0
10.755,23.0,56.0
10.77,23.0,56.0
10.785,23.0,56.0
10.8,23.0,56.0
10.815,23.0,56.0
10.83,23.0,56.0
10.845,23.0,56.0
10.86,23.0,56.0
10.875,23.0,56.0
10.89,23.0,56.0
10.905,23.0,56.0
10.92,23.0,56.0
10.935,23.0,56.0
10.95,23.0,56.0
10.965,23.0,56.0
10.98,23.0,56.0
10.995,23.0,56.0
11.01,23.0,56.0
11.025,23.0,56.0
11.04,23.0,56.0
11.055,23.0,56.0
11.07,23.0,56.0
11.085,23.0,56.0
11.1,23.0,56.0
11.115,23.0,55.75
11.13,23.0,55.75
11.145,23.0,55.75
11.16,23.0,55.75
11.175,23.0,55.75
11.19,23.0,55.75
11.205,23.0,55.75
11.22,23.0,55.75
11.235,23.0,55.75
11.25,23.0,55.75
11.265,23.0,55.75
11.28,23.0,55.75
11.295,23.0,55.75
11.31,23.0,55.75
11.325,23.0,55.75
11.34,23.0,55.75
11.355,23.0,55.75
11.37,23.0,55.75
11.385,23.0,55.75
11.4,23.0,55.75
11.415,23.0,55.75
11.43,23.0,55.75
11.445,23.0,55.75
11.46,23.0,55.75
11.475,23.0,55.75
11.49,23.0,55.75
11.505,23.0,55.75
11.52,23.0,55.75
11.535,23.0,55.75
11.55,23.0,55.75
11.565,23.0,55.75
11.58,23.0,55.75
11.595,23.0,55.75
11.61,23.0,55.75
11.625,23.0,55.75
11.64,23.0,55.75
11.655,23.0,55.75
11.67,23.0,55.75
11.685,23.0,55.75
11.7,23.0,55.75
11.715,23.0,55.75
11.73,23.0,55.75
11.745,23.0,55.75
11.76,23.0,55.75
11.775,23.0,55.75
11.79,23.0,55.75
11.805,23.0,55.75
11.82,23.0,55.75
11.835,23.0,55.75
11.85,23.0,55.75
11.865,23.0,55.75
11.88,23.0,55.75
11.895,23.0,55.75
11.91,23.0,55.75
11.925,23.0,55.75
11.94,23.0,55.75
11.955,23.0,55.75
11.97,23.0,55.75
11.985,23.0,55.75
12.0,23.0,55.5
12.015,23.0,55.5
12.03,23.0,55.5
12.045,23.0,55.5
12.06,23.0,55.5
12.075,23.0,55.5
12.09,23.0,55.5
12.105,23.0,55.5
12.12,23.0,55.5
12.135,23.0,55.5
12.15,23.0,55.5
12.165,23.0,55.5
12.18,23.0,55.5
12.195,23.0,55.5
12.21,23.0,55.5
12.225,23.0,55.75
12.24,23.0,55.75
12.255,23.0,55.75
12.27,23.0,55.75
12.285,23.0,55.75
12.3,23.0,55.5
12.315,23.0,55.5
12.33,23.0,55.5
12.345,23.0,55.5
12.36,23.0,55.5
12.375,23.0,55.75
12.39,23.0,55.75
12.405,23.0,55.75
12.42,23.0,55.75
12.435,23.0,55.75
12.45,23.0,55.75
12.465,23.0,55.75
12.48,23.0,55.75
12.495,23.0,55.75
12.51,23.0,55.75
12.525,23.0,55.75
12.54,23.0,55.75
12.555,23.0,55.75
12.57,23.0,55.75
12.585,23.0,55.75
12.6,23.0,55.75
12.615,23.0,55.75
12.63,23.0,55.75
12.645,23.0,55.75
12.66,23.0,55.75
12.675,23.0,55.75
12.69,23.0,55.75
12.705,23.0,55.75
12.72,23.0,55.75
12.735,23.0,55.75
12.75,23.0,55.75
12.765,23.0,55.75
12.78,23.0,55.75
12.795,23.0,55.75
12.81,23.0,55.75
12.825,23.0,55.75
12.84,23.0,55.75
12.855,23.0,55.75
12.87,23.0,55.75
12.885,23.0,55.75
12.9,23.0,55.75
12.915,23.0,55.75
12.93,23.0,55.75
12.945,23.0,55.75
12.96,23.0,55.75
12.975,23.0,55.75
12.99,23.0,55.75
13.005,23.0,55.75
13.02,23.0,55.75
13.035,23.0,55.75
13.05,23.0,55.75
13.065,23.0,55.75
13.08,23.0,55.75
13.095,23.0,55.75
13.11,23.0,55.75
13.125,23.0,55.75
13.14,23.0,55.75
13.155,23.0,55.75
13.17,23.0,55.75
13.185,23.0,55.75
13.2,23.0,55.75
13.215,23.0,55.75
13.23,23.0,55.75
13.245,23.0,55.75
13.26,23.0,55.75
13.275,23.0,55.75
13.29,23.0,55.75
13.305,23.0,55.75
13.32,23.0,55.75
13.335,23.0,55.75
13.35,23.0,55.75
13.365,23.0,55.75
13.38,23.0,55.75
13.395,23.0,55.75
13.41,23.0,55.75
13.425,23.0,55.75
13.44,23.0,55.75
13.455,23.0,55.75
13.47,23.0,55.75
13.485,23.0,55.75
13.5,23.0,55.75
13.515,23.0,55.75
13.53,23.0,55.75
13.545,23.0,55.75
13.56,23.0,55.75
13.575,23.0,55.75
13.59,23.0,55.75
13.605,23.0,55.75
13.62,23.0,55.75
13.635,23.0,55.75
13.65,23.0,55.75
13.665,23.0,55.75
13.68,23.0,55.75
13.695,23.0,55.75
13.71,23.0,55.75
13.725,23.0,55.75
13.74,23.0,55.75
13.755,23.0,55.75
13.77,23.0,55.75
13.785,23.0,55.75
13.8,23.0,55.75
13.815,23.0,55.75
13.83,23.0,55.75
13.845,23.0,55.75
13.86,23.0,55.75
13.875,23.0,55.75
13.89,23.0,55.75
13.905,23.0,55.75
13.92,23.0,55.75
13.935,23.0,55.5
13.95,23.0,55.5
13.965,23.0,55.5
13.98,23.0,55.5
13.995,23.0,55.5
14.01,23.0,55.5
14.025,23.0,55.5
14.04,23.0,55.5
14.055,23.0,55.5
14.07,23.0,55.5
14.085,23.0,55.5
14.1,23.0,55.5
14.115,23.0,55.5
14.13,23.0,55.5
14.145,23.0,55.5
14.16,23.0,55.5
14.175,23.0,55.5
14.19,23.0,55.5
14.205,23.0,55.5
14.22,23.0,55.5
14.235,23.0,55.5
14.25,23.0,55.5
14.265,23.0,55.5
14.28,23.0,55.5
14.295,23.0,55.5
14.31,23.0,55.5
14.325,23.0,55.5
14.34,23.0,55.5
14.355,23.0,55.5
14.37,23.0,55.5
14.385,23.0,55.5
14.4,23.0,55.5
14.415,23.0,55.5
14.43,23.0,55.5
14.445,23.0,55.5
14.46,23.0,55.5
14.475,23.0,55.5
14.49,23.0,55.5
14.505,23.0,55.5
14.52,23.0,55.5
14.535,23.0,55.25
14.55,23.0,55.25
14.565,23.0,55.25
14.58,23.0,55.25
14.595,23.0,55.25
14.61,23.0,55.5
14.625,23.0,55.5
14.64,23.0,55.5
14.655,23.0,55.5
14.67,23.0,55.5
14.685,23.0,55.5
14.7,23.0,55.5
14.715,23.0,55.5
14.73,23.0,55.5
14.745,23.0,55.5
14.76,23.0,55.25
14.775,23.0,55.25
14.79,23.0,55.25
14.805,23.0,55.25
14.82,23.0,55.25
14.835,23.0,55.5
14.85,23.0,55.5
14.865,23.0,55.5
14.88,23.0,55.5
14.895,23.0,55.5
14.91,23.0,55.25
14.925,23.0,55.25
14.94,23.0,55.25
14.955,23.0,55.25
14.97,23.0,55.25
14.985,23.0,55.5
15.0,23.0,55.5
15.015,23.0,55.5
15.03,23.0,55.5
15.045,23.0,55.5
15.06,23.0,55.25
15.075,23.0,55.25
15.09,23.0,55.25
15.105,23.0,55.25
15.12,23.0,55.25
15.135,23.0,55.25
15.15,23.0,55.25
15.165,23.0,55.25
15.18,23.0,55.25
15.195,23.0,55.25
15.21,23.0,55.25
